Age,PassengerId,Sex=female,Sex=male,Survived
22.0,1,0,1.0,0
38.0,2,1.0,0,1
26.0,3,1.0,0,1
35.0,4,1.0,0,1
35.0,5,0,1.0,0
0,6,0,1.0,0
54.0,7,0,1.0,0
2.0,8,0,1.0,0
27.0,9,1.0,0,1
14.0,10,1.0,0,1
4.0,11,1.0,0,1
58.0,12,1.0,0,1
20.0,13,0,1.0,0
39.0,14,0,1.0,0
14.0,15,1.0,0,0
55.0,16,1.0,0,1
2.0,17,0,1.0,0
0,18,0,1.0,1
31.0,19,1.0,0,0
0,20,1.0,0,1
35.0,21,0,1.0,0
34.0,22,0,1.0,1
15.0,23,1.0,0,1
28.0,24,0,1.0,1
8.0,25,1.0,0,0
38.0,26,1.0,0,1
0,27,0,1.0,0
19.0,28,0,1.0,0
0,29,1.0,0,1
0,30,0,1.0,0
40.0,31,0,1.0,0
0,32,1.0,0,1
0,33,1.0,0,1
66.0,34,0,1.0,0
28.0,35,0,1.0,0
42.0,36,0,1.0,0
0,37,0,1.0,1
21.0,38,0,1.0,0
18.0,39,1.0,0,0
14.0,40,1.0,0,1
40.0,41,1.0,0,0
27.0,42,1.0,0,0
0,43,0,1.0,0
3.0,44,1.0,0,1
19.0,45,1.0,0,1
0,46,0,1.0,0
0,47,0,1.0,0
0,48,1.0,0,1
0,49,0,1.0,0
18.0,50,1.0,0,0
7.0,51,0,1.0,0
21.0,52,0,1.0,0
49.0,53,1.0,0,1
29.0,54,1.0,0,1
65.0,55,0,1.0,0
0,56,0,1.0,1
21.0,57,1.0,0,1
28.5,58,0,1.0,0
5.0,59,1.0,0,1
11.0,60,0,1.0,0
22.0,61,0,1.0,0
38.0,62,1.0,0,1
45.0,63,0,1.0,0
4.0,64,0,1.0,0
0,65,0,1.0,0
0,66,0,1.0,1
29.0,67,1.0,0,1
19.0,68,0,1.0,0
17.0,69,1.0,0,1
26.0,70,0,1.0,0
32.0,71,0,1.0,0
16.0,72,1.0,0,0
21.0,73,0,1.0,0
26.0,74,0,1.0,0
32.0,75,0,1.0,1
25.0,76,0,1.0,0
0,77,0,1.0,0
0,78,0,1.0,0
0.83,79,0,1.0,1
30.0,80,1.0,0,1
22.0,81,0,1.0,0
29.0,82,0,1.0,1
0,83,1.0,0,1
28.0,84,0,1.0,0
17.0,85,1.0,0,1
33.0,86,1.0,0,1
16.0,87,0,1.0,0
0,88,0,1.0,0
23.0,89,1.0,0,1
24.0,90,0,1.0,0
29.0,91,0,1.0,0
20.0,92,0,1.0,0
46.0,93,0,1.0,0
26.0,94,0,1.0,0
59.0,95,0,1.0,0
0,96,0,1.0,0
71.0,97,0,1.0,0
23.0,98,0,1.0,1
34.0,99,1.0,0,1
34.0,100,0,1.0,0
28.0,101,1.0,0,0
0,102,0,1.0,0
21.0,103,0,1.0,0
33.0,104,0,1.0,0
37.0,105,0,1.0,0
28.0,106,0,1.0,0
21.0,107,1.0,0,1
0,108,0,1.0,1
38.0,109,0,1.0,0
0,110,1.0,0,1
47.0,111,0,1.0,0
14.5,112,1.0,0,0
22.0,113,0,1.0,0
20.0,114,1.0,0,0
17.0,115,1.0,0,0
21.0,116,0,1.0,0
70.5,117,0,1.0,0
29.0,118,0,1.0,0
24.0,119,0,1.0,0
2.0,120,1.0,0,0
21.0,121,0,1.0,0
0,122,0,1.0,0
32.5,123,0,1.0,0
32.5,124,1.0,0,1
54.0,125,0,1.0,0
12.0,126,0,1.0,1
0,127,0,1.0,0
24.0,128,0,1.0,1
0,129,1.0,0,1
45.0,130,0,1.0,0
33.0,131,0,1.0,0
20.0,132,0,1.0,0
47.0,133,1.0,0,0
29.0,134,1.0,0,1
25.0,135,0,1.0,0
23.0,136,0,1.0,0
19.0,137,1.0,0,1
37.0,138,0,1.0,0
16.0,139,0,1.0,0
24.0,140,0,1.0,0
0,141,1.0,0,0
22.0,142,1.0,0,1
24.0,143,1.0,0,1
19.0,144,0,1.0,0
18.0,145,0,1.0,0
19.0,146,0,1.0,0
27.0,147,0,1.0,1
9.0,148,1.0,0,0
36.5,149,0,1.0,0
42.0,150,0,1.0,0
51.0,151,0,1.0,0
22.0,152,1.0,0,1
55.5,153,0,1.0,0
40.5,154,0,1.0,0
0,155,0,1.0,0
51.0,156,0,1.0,0
16.0,157,1.0,0,1
30.0,158,0,1.0,0
0,159,0,1.0,0
0,160,0,1.0,0
44.0,161,0,1.0,0
40.0,162,1.0,0,1
26.0,163,0,1.0,0
17.0,164,0,1.0,0
1.0,165,0,1.0,0
9.0,166,0,1.0,1
0,167,1.0,0,1
45.0,168,1.0,0,0
0,169,0,1.0,0
28.0,170,0,1.0,0
61.0,171,0,1.0,0
4.0,172,0,1.0,0
1.0,173,1.0,0,1
21.0,174,0,1.0,0
56.0,175,0,1.0,0
18.0,176,0,1.0,0
0,177,0,1.0,0
50.0,178,1.0,0,0
30.0,179,0,1.0,0
36.0,180,0,1.0,0
0,181,1.0,0,0
0,182,0,1.0,0
9.0,183,0,1.0,0
1.0,184,0,1.0,1
4.0,185,1.0,0,1
0,186,0,1.0,0
0,187,1.0,0,1
45.0,188,0,1.0,1
40.0,189,0,1.0,0
36.0,190,0,1.0,0
32.0,191,1.0,0,1
19.0,192,0,1.0,0
19.0,193,1.0,0,1
3.0,194,0,1.0,1
44.0,195,1.0,0,1
58.0,196,1.0,0,1
0,197,0,1.0,0
42.0,198,0,1.0,0
0,199,1.0,0,1
24.0,200,1.0,0,0
28.0,201,0,1.0,0
0,202,0,1.0,0
34.0,203,0,1.0,0
45.5,204,0,1.0,0
18.0,205,0,1.0,1
2.0,206,1.0,0,0
32.0,207,0,1.0,0
26.0,208,0,1.0,1
16.0,209,1.0,0,1
40.0,210,0,1.0,1
24.0,211,0,1.0,0
35.0,212,1.0,0,1
22.0,213,0,1.0,0
30.0,214,0,1.0,0
0,215,0,1.0,0
31.0,216,1.0,0,1
27.0,217,1.0,0,1
42.0,218,0,1.0,0
32.0,219,1.0,0,1
30.0,220,0,1.0,0
16.0,221,0,1.0,1
27.0,222,0,1.0,0
51.0,223,0,1.0,0
0,224,0,1.0,0
38.0,225,0,1.0,1
22.0,226,0,1.0,0
19.0,227,0,1.0,1
20.5,228,0,1.0,0
18.0,229,0,1.0,0
0,230,1.0,0,0
35.0,231,1.0,0,1
29.0,232,0,1.0,0
59.0,233,0,1.0,0
5.0,234,1.0,0,1
24.0,235,0,1.0,0
0,236,1.0,0,0
44.0,237,0,1.0,0
8.0,238,1.0,0,1
19.0,239,0,1.0,0
33.0,240,0,1.0,0
0,241,1.0,0,0
0,242,1.0,0,1
29.0,243,0,1.0,0
22.0,244,0,1.0,0
30.0,245,0,1.0,0
44.0,246,0,1.0,0
25.0,247,1.0,0,0
24.0,248,1.0,0,1
37.0,249,0,1.0,1
54.0,250,0,1.0,0
0,251,0,1.0,0
29.0,252,1.0,0,0
62.0,253,0,1.0,0
30.0,254,0,1.0,0
41.0,255,1.0,0,0
29.0,256,1.0,0,1
0,257,1.0,0,1
30.0,258,1.0,0,1
35.0,259,1.0,0,1
50.0,260,1.0,0,1
0,261,0,1.0,0
3.0,262,0,1.0,1
52.0,263,0,1.0,0
40.0,264,0,1.0,0
0,265,1.0,0,0
36.0,266,0,1.0,0
16.0,267,0,1.0,0
25.0,268,0,1.0,1
58.0,269,1.0,0,1
35.0,270,1.0,0,1
0,271,0,1.0,0
25.0,272,0,1.0,1
41.0,273,1.0,0,1
37.0,274,0,1.0,0
0,275,1.0,0,1
63.0,276,1.0,0,1
45.0,277,1.0,0,0
0,278,0,1.0,0
7.0,279,0,1.0,0
35.0,280,1.0,0,1
65.0,281,0,1.0,0
28.0,282,0,1.0,0
16.0,283,0,1.0,0
19.0,284,0,1.0,1
0,285,0,1.0,0
33.0,286,0,1.0,0
30.0,287,0,1.0,1
22.0,288,0,1.0,0
42.0,289,0,1.0,1
22.0,290,1.0,0,1
26.0,291,1.0,0,1
19.0,292,1.0,0,1
36.0,293,0,1.0,0
24.0,294,1.0,0,0
24.0,295,0,1.0,0
0,296,0,1.0,0
23.5,297,0,1.0,0
2.0,298,1.0,0,0
0,299,0,1.0,1
50.0,300,1.0,0,1
0,301,1.0,0,1
0,302,0,1.0,1
19.0,303,0,1.0,0
0,304,1.0,0,1
0,305,0,1.0,0
0.92,306,0,1.0,1
0,307,1.0,0,1
17.0,308,1.0,0,1
30.0,309,0,1.0,0
30.0,310,1.0,0,1
24.0,311,1.0,0,1
18.0,312,1.0,0,1
26.0,313,1.0,0,0
28.0,314,0,1.0,0
43.0,315,0,1.0,0
26.0,316,1.0,0,1
24.0,317,1.0,0,1
54.0,318,0,1.0,0
31.0,319,1.0,0,1
40.0,320,1.0,0,1
22.0,321,0,1.0,0
27.0,322,0,1.0,0
30.0,323,1.0,0,1
22.0,324,1.0,0,1
0,325,0,1.0,0
36.0,326,1.0,0,1
61.0,327,0,1.0,0
36.0,328,1.0,0,1
31.0,329,1.0,0,1
16.0,330,1.0,0,1
0,331,1.0,0,1
45.5,332,0,1.0,0
38.0,333,0,1.0,0
16.0,334,0,1.0,0
0,335,1.0,0,1
0,336,0,1.0,0
29.0,337,0,1.0,0
41.0,338,1.0,0,1
45.0,339,0,1.0,1
45.0,340,0,1.0,0
2.0,341,0,1.0,1
24.0,342,1.0,0,1
28.0,343,0,1.0,0
25.0,344,0,1.0,0
36.0,345,0,1.0,0
24.0,346,1.0,0,1
40.0,347,1.0,0,1
0,348,1.0,0,1
3.0,349,0,1.0,1
42.0,350,0,1.0,0
23.0,351,0,1.0,0
0,352,0,1.0,0
15.0,353,0,1.0,0
25.0,354,0,1.0,0
0,355,0,1.0,0
28.0,356,0,1.0,0
22.0,357,1.0,0,1
38.0,358,1.0,0,0
0,359,1.0,0,1
0,360,1.0,0,1
40.0,361,0,1.0,0
29.0,362,0,1.0,0
45.0,363,1.0,0,0
35.0,364,0,1.0,0
0,365,0,1.0,0
30.0,366,0,1.0,0
60.0,367,1.0,0,1
0,368,1.0,0,1
0,369,1.0,0,1
24.0,370,1.0,0,1
25.0,371,0,1.0,1
18.0,372,0,1.0,0
19.0,373,0,1.0,0
22.0,374,0,1.0,0
3.0,375,1.0,0,0
0,376,1.0,0,1
22.0,377,1.0,0,1
27.0,378,0,1.0,0
20.0,379,0,1.0,0
19.0,380,0,1.0,0
42.0,381,1.0,0,1
1.0,382,1.0,0,1
32.0,383,0,1.0,0
35.0,384,1.0,0,1
0,385,0,1.0,0
18.0,386,0,1.0,0
1.0,387,0,1.0,0
36.0,388,1.0,0,1
0,389,0,1.0,0
17.0,390,1.0,0,1
36.0,391,0,1.0,1
21.0,392,0,1.0,1
28.0,393,0,1.0,0
23.0,394,1.0,0,1
24.0,395,1.0,0,1
22.0,396,0,1.0,0
31.0,397,1.0,0,0
46.0,398,0,1.0,0
23.0,399,0,1.0,0
28.0,400,1.0,0,1
